Place,Population,Per Capita Income,Poverty Count
"Gregg County, Texas",123443,26535,21494
"Grimes County, Texas",27984,25638,4134
"Guadalupe County, Texas",158966,31842,14297
"Hale County, Texas",33826,20986,5046
"Hall County, Texas",3048,21907,685
"Hamilton County, Texas",8332,26930,1402
"Hansford County, Texas",5520,20410,947
"Hardeman County, Texas",3945,24078,544
"Hardin County, Texas",56765,30399,6768
"Harris County, Texas",4646630,32765,722792
"Harrison County, Texas",66580,27086,11290
"Hartley County, Texas",5669,20563,251
"Haskell County, Texas",5726,20394,1072
"Hays County, Texas",213366,32118,28214
"Hemphill County, Texas",3994,31530,326
"Henderson County, Texas",81070,26121,13599
"Hidalgo County, Texas",855176,17175,250879
"Hill County, Texas",35689,26370,4383
"Hockley County, Texas",23064,23604,3662
"Hood County, Texas",58318,35606,5615
"Hopkins County, Texas",36486,26821,5027
"Houston County, Texas",22954,19129,4308
"Howard County, Texas",36349,24547,5470
"Hudspeth County, Texas",4415,14239,886
"Hunt County, Texas",94162,25926,14681
"Hutchinson County, Texas",21344,24434,3083
"Irion County, Texas",1620,28487,241
"Jack County, Texas",8852,24956,1255
"Jackson County, Texas",14816,27051,1942
"Jasper County, Texas",35506,25269,6371
"Jeff Davis County, Texas",2241,26531,85
"Jefferson County, Texas",254340,27094,41948
"Jim Hogg County, Texas",5231,16864,1576
"Jim Wells County, Texas",40972,21510,9388
"Johnson County, Texas",167212,28579,16799
"Jones County, Texas",19943,18081,1782
"Karnes County, Texas",15545,27612,2199
"Kaufman County, Texas",123804,28634,13864
"Kendall County, Texas",43769,45866,2411
"Kenedy County, Texas",568,15211,31
"Kent County, Texas",647,30543,87
"Kerr County, Texas",51843,32988,5880
"Kimble County, Texas",4373,30099,964
"King County, Texas",237,26199,25
"Kinney County, Texas",3659,23934,667
"Kleberg County, Texas",30974,22646,7904
"Knox County, Texas",3705,23146,535
"Lamar County, Texas",49611,25038,8530
"Lamb County, Texas",13123,22337,2453
"Lampasas County, Texas",20862,29412,2280
"La Salle County, Texas",7416,21110,1098
"Lavaca County, Texas",20021,32188,2083
"Lee County, Texas",17058,27227,2040
"Leon County, Texas",17225,30129,3023
"Liberty County, Texas",83702,23461,10708
"Limestone County, Texas",23417,22595,4388
"Lipscomb County, Texas",3398,28131,428
"Live Oak County, Texas",12139,25370,1837
"Llano County, Texas",21047,37050,2211
"Loving County, Texas",98,33624,15
"Lubbock County, Texas",304808,27922,55155
"Lynn County, Texas",5830,24917,1053
"McCulloch County, Texas",8057,24311,1326
"McLennan County, Texas",251089,25703,46207
"McMullen County, Texas",774,31455,91
"Madison County, Texas",14197,20748,1319
"Marion County, Texas",10017,27566,1901
"Martin County, Texas",5649,30548,474
"Mason County, Texas",4186,30388,447
"Matagorda County, Texas",36774,25172,6884
"Maverick County, Texas",58174,16779,15616
"Medina County, Texas",50057,27475,5372
"Menard County, Texas",2119,25742,276
"Midland County, Texas",168167,39248,15871
"Milam County, Texas",24770,25714,3744
"Mills County, Texas",4889,27374,734
"Mitchell County, Texas",8523,21136,712
"Montague County, Texas",19489,28096,2995
"Montgomery County, Texas",571949,41211,52589
"Moore County, Texas",21399,23001,2712
"Morris County, Texas",12373,22971,2170
"Motley County, Texas",1252,29071,101
"Nacogdoches County, Texas",65339,23617,14803
"Navarro County, Texas",48995,23786,8150
"Newton County, Texas",13914,21659,3357
"Nolan County, Texas",14904,25094,2359
"Nueces County, Texas",361540,27740,58539
"Ochiltree County, Texas",10131,23624,1522
"Oldham County, Texas",2094,26408,152
"Orange County, Texas",84069,30114,11029
"Palo Pinto County, Texas",28540,25150,5097
"Panola County, Texas",23327,26577,3353
"Parker County, Texas",133811,35142,10675
"Parmer County, Texas",9718,23859,1440
"Pecos County, Texas",15815,21120,2041
"Polk County, Texas",48913,25164,8238
"Potter County, Texas",119674,22568,22979
"Presidio County, Texas",6975,15337,2717
"Rains County, Texas",11766,27938,1510
"Randall County, Texas",134026,34293,11104
"Reagan County, Texas",3766,25600,357
"Real County, Texas",3408,18235,780
"Red River County, Texas",12171,22689,2352
"Reeves County, Texas",15492,20020,2033
"Refugio County, Texas",7145,24248,1148
"Roberts County, Texas",805,30955,93
"Robertson County, Texas",16990,26033,2356
"Rockwall County, Texas",97175,42346,4579
"Runnels County, Texas",10277,24402,1518
"Rusk County, Texas",53755,26658,5769
"Sabine County, Texas",10471,24870,2076
"San Augustine County, Texas",8286,23683,1995
"San Jacinto County, Texas",28180,23312,4238
"San Patricio County, Texas",67008,26054,10516
"San Saba County, Texas",5991,24961,742
"Schleicher County, Texas",2983,26560,467
"Scurry County, Texas",17096,24552,2173
"Shackelford County, Texas",3296,24852,436
"Shelby County, Texas",25349,21950,5685
"Sherman County, Texas",3059,30467,448
"Smith County, Texas",227449,28483,34116
"Somervell County, Texas",8860,29449,2017
"Starr County, Texas",64078,14179,22015
"Stephens County, Texas",9364,25015,1835
"Sterling County, Texas",1231,28757,29
"Stonewall County, Texas",1476,25638,169
"Sutton County, Texas",3824,26904,531
"Swisher County, Texas",7432,19697,1706
"Tarrant County, Texas",2049770,33292,241703
"Taylor County, Texas",136870,27162,19764
"Terrell County, Texas",896,25687,84
"Terry County, Texas",12528,20627,2208
"Throckmorton County, Texas",1436,30463,241
"Titus County, Texas",32640,21730,5700
"Tom Green County, Texas",117986,29505,15164
"Travis County, Texas",1226805,43658,143785
"Trinity County, Texas",14620,25026,2244
"Tyler County, Texas",21518,20249,3114
"Upshur County, Texas",41018,25285,6471
"Upton County, Texas",3659,25447,505
"Uvalde County, Texas",26920,20329,4737
"Val Verde County, Texas",48969,21370,9536
"Van Zandt County, Texas",55103,27900,7377
"Victoria County, Texas",92109,29199,13620
"Walker County, Texas",72321,18544,12325
"Waller County, Texas",51832,25401,7827
"Ward County, Texas",11658,25931,1446
"Washington County, Texas",35163,32625,3959
"Webb County, Texas",273526,18466,74264
"Wharton County, Texas",41577,25298,7212
"Wheeler County, Texas",5338,27093,965
"Wichita County, Texas",131596,24872,19693
"Wilbarger County, Texas",12833,23696,2390
"Willacy County, Texas",21588,14888,5468
"Williamson County, Texas",547604,37242,34818
"Wilson County, Texas",49173,32312,4652
"Winkler County, Texas",7867,24467,1167
"Wise County, Texas",66290,29418,6983
"Wood County, Texas",44366,29005,6257
"Yoakum County, Texas",8631,24582,726
"Young County, Texas",18036,27423,2183
"Zapata County, Texas",14304,20169,4888
"Zavala County, Texas",12039,13835,4011
"Beaver County, Utah",6517,23382,584
"Box Elder County, Utah",53946,24797,4220
"Cache County, Utah",124165,23713,18616
"Carbon County, Utah",20308,23862,3347
"Daggett County, Utah",613,29574,18
"Davis County, Utah",345767,31205,18571
"Duchesne County, Utah",20148,24573,2696
"Emery County, Utah",10117,23705,1169
"Garfield County, Utah",4998,25247,791
"Grand County, Utah",9640,27431,860
"Iron County, Utah",51213,22909,8622
"Juab County, Utah",11301,22830,1405
"Kane County, Utah",7484,26070,911
"Millard County, Utah",12854,25225,1597
"Morgan County, Utah",11664,31732,322
"Piute County, Utah",1866,19012,314
"Rich County, Utah",2389,23464,296
"Salt Lake County, Utah",1133646,33238,102809
"San Juan County, Utah",15302,18987,3716
"Sanpete County, Utah",29850,20056,4048
"Sevier County, Utah",21280,23514,3118
"Summit County, Utah",41103,56575,2289
"Tooele County, Utah",67397,25949,4150
"Uintah County, Utah",36084,25759,4479
"Utah County, Utah",605490,26215,62829
"Wasatch County, Utah",31708,35641,1865
"Washington County, Utah",165811,29010,19289
"Wayne County, Utah",2689,22038,255
"Weber County, Utah",251498,27828,25351
"Addison County, Vermont",36882,34741,2435
"Bennington County, Vermont",35746,33789,3742
"Caledonia County, Vermont",30234,29769,3670
"Chittenden County, Vermont",162646,39062,18473
"Essex County, Vermont",6200,25376,828
"Franklin County, Vermont",49116,31195,4207
"Grand Isle County, Vermont",7022,39770,524
"Lamoille County, Vermont",25318,36747,3359
"Orange County, Vermont",28908,31697,2749
"Orleans County, Vermont",26901,27023,3412
"Rutland County, Vermont",58892,31391,5710
"Washington County, Vermont",58350,35236,5916
"Windham County, Vermont",42823,32535,5626
"Windsor County, Vermont",55275,36252,5001
"Accomack County, Virginia",32673,26018,6141
"Albemarle County, Virginia",107405,44799,9142
"Alleghany County, Virginia",15157,27338,2925
"Amelia County, Virginia",12953,31688,1375
"Amherst County, Virginia",31775,26712,4327
"Appomattox County, Virginia",15707,28586,2062
"Arlington County, Virginia",233464,71841,15625
"Augusta County, Virginia",75079,30272,6128
"Bath County, Virginia",4307,27527,460
"Bedford County, Virginia",78376,33678,6917
"Bland County, Virginia",6388,22522,564
"Botetourt County, Virginia",33343,35893,2126
"Brunswick County, Virginia",16520,21732,2883
"Buchanan County, Virginia",21788,19496,5905
"Buckingham County, Virginia",17059,20605,2340
"Campbell County, Virginia",55225,27739,5983
"Caroline County, Virginia",30381,31568,2466
"Carroll County, Virginia",29801,25449,4315
"Charles City County, Virginia",7014,35304,919
"Charlotte County, Virginia",12040,22018,2798
"Chesterfield County, Virginia",343551,37658,23060
"Clarke County, Virginia",14423,41332,1080
"Craig County, Virginia",5110,30103,451
"Culpeper County, Virginia",51101,32028,3843
"Cumberland County, Virginia",9824,25138,1738
"Dickenson County, Virginia",14756,24978,3665
"Dinwiddie County, Virginia",28485,28922,3371
"Essex County, Virginia",10998,26847,1835
"Fairfax County, Virginia",1145862,56231,69450
"Fauquier County, Virginia",69728,45408,4030
"Floyd County, Virginia",15704,26882,1613
"Fluvanna County, Virginia",26594,39633,1370
"Franklin County, Virginia",56187,30487,7869
"Frederick County, Virginia",86415,35123,5229
"Giles County, Virginia",16772,27137,1683
"Gloucester County, Virginia",37222,33692,3251
"Goochland County, Virginia",22865,51720,1133
"Grayson County, Virginia",15742,21663,3076
"Greene County, Virginia",19519,32508,1231
"Greensville County, Virginia",11525,19550,1259
"Halifax County, Virginia",34552,23909,4690
"Hanover County, Virginia",105537,41200,5487
"Henrico County, Virginia",327535,39516,29673
"Henry County, Virginia",51308,22372,9149
"Highland County, Virginia",2204,31485,220
"Isle of Wight County, Virginia",36627,37126,3818
"James City County, Virginia",74916,44495,5366
"King and Queen County, Virginia",7042,31174,874
"King George County, Virginia",26229,38739,1329
"King William County, Virginia",16688,30704,1400
"Lancaster County, Virginia",10724,40062,1035
"Lee County, Virginia",23948,19720,5694
"Loudoun County, Virginia",395134,55744,13342
"Louisa County, Virginia",36040,34041,4209
"Lunenburg County, Virginia",12282,19848,1856
"Madison County, Virginia",13170,30777,852
"Mathews County, Virginia",8788,35731,990
"Mecklenburg County, Virginia",30728,25056,5627
"Middlesex County, Virginia",10675,31502,1036
"Montgomery County, Virginia",98140,30054,20897
"Nelson County, Virginia",14831,35489,1909
"New Kent County, Virginia",21686,38080,1457
"Northampton County, Virginia",11885,28518,2079
"Northumberland County, Virginia",12190,36261,1776
"Nottoway County, Virginia",15433,24571,2519
"Orange County, Virginia",36010,32292,2873
"Page County, Virginia",23788,25170,3553
"Patrick County, Virginia",17748,24292,2467
"Pittsylvania County, Virginia",61256,26032,9656
"Powhatan County, Virginia",28815,37424,1405
"Prince Edward County, Virginia",22905,21017,3248
"Prince George County, Virginia",38114,29420,2765
"Prince William County, Virginia",461423,40932,30294
"Pulaski County, Virginia",34182,28125,4862
"Rappahannock County, Virginia",7378,41792,642
"Richmond County, Virginia",8884,22853,1254
"Roanoke County, Virginia",93823,36469,6335
"Rockbridge County, Virginia",22570,31539,3167
"Rockingham County, Virginia",80284,31275,6895
"Russell County, Virginia",27141,21605,5677
"Scott County, Virginia",21902,22898,3254
"Shenandoah County, Virginia",43224,28882,4919
"Smyth County, Virginia",30767,21605,5654
"Southampton County, Virginia",17880,26600,1473
"Spotsylvania County, Virginia",132833,37212,9198
"Stafford County, Virginia",146773,42126,6315
"Surry County, Virginia",6523,30260,1033
"Sussex County, Virginia",11377,21652,1187
"Tazewell County, Virginia",41603,23738,7004
"Warren County, Virginia",39492,32086,3835
"Washington County, Virginia",54071,27524,7598
"Westmoreland County, Virginia",17751,32996,2636
"Wise County, Virginia",38486,21500,7796
"Wythe County, Virginia",28844,27381,4230
"York County, Virginia",67982,41201,3273
"Alexandria city, Virginia",157613,62679,16108
"Bristol city, Virginia",16912,23015,3753
"Buena Vista city, Virginia",6484,21419,1519
"Charlottesville city, Virginia",47096,38328,10645
"Chesapeake city, Virginia",239982,35536,20024
"Colonial Heights city, Virginia",17428,28364,2083
"Covington city, Virginia",5598,25309,722
"Danville city, Virginia",41070,22826,8813
"Emporia city, Virginia",5442,18494,1408
"Fairfax city, Virginia",23531,50029,2113
"Falls Church city, Virginia",14128,72325,445
"Franklin city, Virginia",8147,24025,1178
"Fredericksburg city, Virginia",28622,35731,4052
"Galax city, Virginia",6517,23025,1490
"Hampton city, Virginia",135041,30135,19751
"Harrisonburg city, Virginia",53273,23202,13025
"Hopewell city, Virginia",22456,21927,5253
"Lexington city, Virginia",7241,19047,1191
"Lynchburg city, Virginia",80569,23863,13676
"Manassas city, Virginia",41174,33082,3270
"Manassas Park city, Virginia",16986,34326,1073
"Martinsville city, Virginia",12852,22836,2962
"Newport News city, Virginia",179673,28294,26138
"Norfolk city, Virginia",244601,29830,41016
"Norton city, Virginia",3970,21741,1102
"Petersburg city, Virginia",31362,23611,7406
"Poquoson city, Virginia",12090,40258,679
"Portsmouth city, Virginia",95097,26312,15312
"Radford city, Virginia",17691,21797,5349
"Richmond city, Virginia",226622,33549,50200
"Roanoke city, Virginia",99229,27006,20240
"Salem city, Virginia",25317,31924,2058
"Staunton city, Virginia",24432,30166,2565
"Suffolk city, Virginia",90093,34940,9267
"Virginia Beach city, Virginia",450201,37776,32183
"Waynesboro city, Virginia",22140,27033,3659
"Williamsburg city, Virginia",14927,29758,2188
"Winchester city, Virginia",27897,30859,4355
"Adams County, Washington",19594,20248,4951
"Asotin County, Washington",22421,29695,2795
"Benton County, Washington",197518,32882,23336
"Chelan County, Washington",76229,30870,8811
"Clallam County, Washington",75392,30283,10768
"Clark County, Washington",473252,35860,43384
"Columbia County, Washington",3992,36551,446
"Cowlitz County, Washington",106778,28876,15131
"Douglas County, Washington",42023,30544,4849
"Ferry County, Washington",7578,25857,1292
"Franklin County, Washington",92009,24380,13558
"Garfield County, Washington",2230,26742,227
"Grant County, Washington",95502,24280,14023
"Grays Harbor County, Washington",72779,27210,10037
"Island County, Washington",82866,37087,6291
"Jefferson County, Washington",31285,36598,3945
"King County, Washington",2195502,52462,193603
"Kitsap County, Washington",265882,37493,22404
"Kittitas County, Washington",45897,29161,7808
"Klickitat County, Washington",21721,29521,3371
"Lewis County, Washington",78145,27127,10069
"Lincoln County, Washington",10574,28891,1307
"Mason County, Washington",63804,28862,8731
"Okanogan County, Washington",41842,24876,8042
"Pacific County, Washington",21688,26109,3421
"Pend Oreille County, Washington",13377,28046,1673
"Pierce County, Washington",877013,34618,89714
"San Juan County, Washington",16788,45777,1691
"Skagit County, Washington",125612,33168,14815
"Skamania County, Washington",11753,32221,1492
"Snohomish County, Washington",798808,39527,59039
"Spokane County, Washington",505505,31146,67236
"Stevens County, Washington",44655,26896,6280
"Thurston County, Washington",279711,35169,28660
"Wahkiakum County, Washington",4268,31110,309
"Walla Walla County, Washington",60365,29035,7329
"Whatcom County, Washington",220821,32267,30432
"Whitman County, Washington",49231,23560,11219
"Yakima County, Washington",249697,23459,42755
"Barbour County, West Virginia",16633,22899,3313
"Berkeley County, West Virginia",115329,29994,13898
"Boone County, West Virginia",22368,21751,5123
"Braxton County, West Virginia",14190,22269,3035
"Brooke County, West Virginia",22459,26678,2819
"Cabell County, West Virginia",94339,25271,20153
"Calhoun County, West Virginia",7295,20447,1567
"Clay County, West Virginia",8709,17239,2353
"Doddridge County, West Virginia",8560,24053,1217
"Fayette County, West Virginia",43576,21914,8619
"Gilmer County, West Virginia",8041,18067,1069
"Grant County, West Virginia",11616,23351,1249
"Greenbrier County, West Virginia",35155,24581,5530
"Hampshire County, West Virginia",23309,24259,4044
"Hancock County, West Virginia",29383,26435,4045
"Hardy County, West Virginia",13805,27004,1879
"Harrison County, West Virginia",67908,28879,10186
"Jackson County, West Virginia",28907,25341,5061
"Jefferson County, West Virginia",56506,36305,5336
"Kanawha County, West Virginia",183279,29253,30967
"Lewis County, West Virginia",16166,23820,3370
"Lincoln County, West Virginia",20850,21456,4739
"Logan County, West Virginia",33154,21936,8268
"McDowell County, West Virginia",18661,15047,5704
"Marion County, West Virginia",56355,26380,9003
"Marshall County, West Virginia",31308,26472,4457
"Mason County, West Virginia",26820,24844,4137
"Mercer County, West Virginia",59919,22212,11590
"Mineral County, West Virginia",27167,25490,3628
"Mingo County, West Virginia",24290,20060,6933
"Monongalia County, West Virginia",105474,32154,20653
"Monroe County, West Virginia",13401,23923,2020
"Morgan County, West Virginia",17709,28127,1386
"Nicholas County, West Virginia",25078,22335,4562
"Ohio County, West Virginia",42143,32429,4994
"Pendleton County, West Virginia",7001,25059,1047
"Pleasants County, West Virginia",7482,29974,853
"Pocahontas County, West Virginia",8450,25201,1352
"Preston County, West Virginia",33683,24890,4707
"Putnam County, West Virginia",56610,31587,5477
"Raleigh County, West Virginia",75252,25026,13464
"Randolph County, West Virginia",28930,24842,4908
"Ritchie County, West Virginia",9844,25606,1779
"Roane County, West Virginia",14020,21711,2539
"Summers County, West Virginia",12848,21437,2598
"Taylor County, West Virginia",16864,25214,2751
"Tucker County, West Virginia",6982,25686,848
"Tyler County, West Virginia",8811,24924,1439
"Upshur County, West Virginia",24502,24070,4769
"Wayne County, West Virginia",40303,21553,9323
"Webster County, West Virginia",8386,22054,2170
"Wetzel County, West Virginia",15436,22546,3356
"Wirt County, West Virginia",5798,23568,936
"Wood County, West Virginia",84960,27725,14116
"Wyoming County, West Virginia",21281,22703,4705
"Adams County, Wisconsin",20094,27241,2437
"Ashland County, Wisconsin",15617,23946,2604
"Barron County, Wisconsin",45229,29681,4750
"Bayfield County, Wisconsin",14993,31825,1632
"Brown County, Wisconsin",261368,32874,24825
"Buffalo County, Wisconsin",13126,30503,1230
"Burnett County, Wisconsin",15289,30342,1877
"Calumet County, Wisconsin",49928,35527,2871
"Chippewa County, Wisconsin",63892,29991,6278
"Clark County, Wisconsin",34579,25382,4096
"Columbia County, Wisconsin",57133,34984,3959
"Crawford County, Wisconsin",16235,27615,1912
"Dane County, Wisconsin",536078,40614,56956
"Dodge County, Wisconsin",87715,29726,6903
"Door County, Wisconsin",27472,38744,2059
"Douglas County, Wisconsin",43295,30153,5047
"Dunn County, Wisconsin",44759,28034,4830
"Eau Claire County, Wisconsin",103514,30983,13728
"Florence County, Wisconsin",4314,32348,438
"Fond du Lac County, Wisconsin",102597,31653,8341
"Forest County, Wisconsin",8995,25700,1515
"Grant County, Wisconsin",51733,25892,7278
"Green County, Wisconsin",36896,33459,2568
"Green Lake County, Wisconsin",18755,29207,2157
"Iowa County, Wisconsin",23618,34114,2061
"Iron County, Wisconsin",5687,28857,809
"Jackson County, Wisconsin",20522,26481,2229
"Jefferson County, Wisconsin",84701,31992,6800
"Juneau County, Wisconsin",26478,27889,3748
"Kenosha County, Wisconsin",168524,32298,20205
"Kewaunee County, Wisconsin",20387,30921,1567
"La Crosse County, Wisconsin",117894,32565,14559
"Lafayette County, Wisconsin",16715,28448,1860
"Langlade County, Wisconsin",19146,27618,2498
"Lincoln County, Wisconsin",27744,30972,2441
"Manitowoc County, Wisconsin",79185,30130,7799
"Marathon County, Wisconsin",135396,33189,12246
"Marinette County, Wisconsin",40391,28282,5198
"Marquette County, Wisconsin",15304,27922,1603
"Menominee County, Wisconsin",4558,20313,1593
"Milwaukee County, Wisconsin",951226,29270,176286
"Monroe County, Wisconsin",45771,29242,5074
"Oconto County, Wisconsin",37646,30927,3396
"Oneida County, Wisconsin",35381,34910,2725
"Outagamie County, Wisconsin",185700,33221,14198
"Ozaukee County, Wisconsin",88597,49030,4631
"Pepin County, Wisconsin",7265,30827,750
"Pierce County, Wisconsin",41977,33061,3635
"Polk County, Wisconsin",43438,30859,3922
"Portage County, Wisconsin",70632,31453,8099
"Price County, Wisconsin",13416,28882,1731
"Racine County, Wisconsin",195602,31572,23643
"Richland County, Wisconsin",17459,27597,2410
"Rock County, Wisconsin",162152,28945,20359
"Rusk County, Wisconsin",14132,25854,1677
"St. Croix County, Wisconsin",88732,39287,4601
"Sauk County, Wisconsin",63922,30990,6228
"Sawyer County, Wisconsin",16399,31772,2601
"Shawano County, Wisconsin",40904,29338,4202
"Sheboygan County, Wisconsin",115178,31510,8110
"Taylor County, Wisconsin",20325,27506,1983
"Trempealeau County, Wisconsin",29499,28902,2271
"Vernon County, Wisconsin",30633,26198,4860
"Vilas County, Wisconsin",21751,33316,2729
"Walworth County, Wisconsin",103074,32302,10666
"Washburn County, Wisconsin",15688,29584,2087
"Washington County, Wisconsin",134925,39055,6175
"Waukesha County, Wisconsin",400475,46073,19083
"Waupaca County, Wisconsin",51245,32000,5156
"Waushara County, Wisconsin",24193,28580,2551
"Winnebago County, Wisconsin",170411,32571,18396
"Wood County, Wisconsin",73112,31425,7418
"Albany County, Wyoming",38390,29146,7454
"Big Horn County, Wyoming",11882,24693,1470
"Campbell County, Wyoming",47409,34776,5674
"Carbon County, Wyoming",15247,29552,1796
"Converse County, Wyoming",13921,33693,1334
"Crook County, Wyoming",7472,29532,674
"Fremont County, Wyoming",39812,28324,5038
"Goshen County, Wyoming",13342,28554,1445
"Hot Springs County, Wyoming",4607,30643,682
"Johnson County, Wyoming",8487,36084,1010
"Laramie County, Wyoming",98320,35190,9532
"Lincoln County, Wyoming",19274,29747,1574
"Natrona County, Wyoming",80333,33797,7393
"Niobrara County, Wyoming",2422,22958,431
"Park County, Wyoming",29148,35147,2411
"Platte County, Wyoming",8582,35312,1173
"Sheridan County, Wyoming",30140,35254,1726
"Sublette County, Wyoming",9880,35874,999
"Sweetwater County, Wyoming",43521,32603,4921
"Teton County, Wyoming",23280,54051,1426
"Uinta County, Wyoming",20479,28159,2298
"Washakie County, Wyoming",8027,28101,825
"Weston County, Wyoming",7049,28531,971
"Adjuntas Municipio, Puerto Rico",17891,7595,11065
"Aguada Municipio, Puerto Rico",37954,9692,18774
"Aguadilla Municipio, Puerto Rico",52803,11298,26625
"Aguas Buenas Municipio, Puerto Rico",25748,11097,11941
"Aibonito Municipio, Puerto Rico",22988,11363,10022
"Añasco Municipio, Puerto Rico",26934,10603,12308
"Arecibo Municipio, Puerto Rico",85390,10596,40128
"Arroyo Municipio, Puerto Rico",17805,8611,10537
"Barceloneta Municipio, Puerto Rico",24079,9847,11686
"Barranquitas Municipio, Puerto Rico",28393,8537,15733
"Bayamón Municipio, Puerto Rico",178192,14782,59828
"Cabo Rojo Municipio, Puerto Rico",48487,9903,24668
"Caguas Municipio, Puerto Rico",128937,15244,48401
"Camuy Municipio, Puerto Rico",31598,10709,15741
"Canóvanas Municipio, Puerto Rico",45588,12924,19066
"Carolina Municipio, Puerto Rico",153779,16846,47279
"Cataño Municipio, Puerto Rico",24271,12796,11785
"Cayey Municipio, Puerto Rico",43785,12819,17896
"Ceiba Municipio, Puerto Rico",11515,11204,4779
"Ciales Municipio, Puerto Rico",16513,9106,9014
"Cidra Municipio, Puerto Rico",39607,10980,17660
"Coamo Municipio, Puerto Rico",38906,11063,17889
"Comerío Municipio, Puerto Rico",19224,7352,11248
"Corozal Municipio, Puerto Rico",33500,8124,18627
"Culebra Municipio, Puerto Rico",1311,15027,465
"Dorado Municipio, Puerto Rico",36803,16876,12033
"Fajardo Municipio, Puerto Rico",31111,12846,13535
"Florida Municipio, Puerto Rico",11697,9250,5896
"Guánica Municipio, Puerto Rico",16293,7293,10317
"Guayama Municipio, Puerto Rico",40889,10387,19431
"Guayanilla Municipio, Puerto Rico",18514,9136,10110
"Guaynabo Municipio, Puerto Rico",86937,24887,21916
"Gurabo Municipio, Puerto Rico",46910,18518,14337
"Hatillo Municipio, Puerto Rico",39950,11144,18072
"Hormigueros Municipio, Puerto Rico",15943,12479,6937
"Humacao Municipio, Puerto Rico",52507,13043,22407
"Isabela Municipio, Puerto Rico",41707,9002,23056
"Jayuya Municipio, Puerto Rico",14539,7308,8694
"Juana Díaz Municipio, Puerto Rico",46152,10550,21366
"Juncos Municipio, Puerto Rico",38780,10222,18354
"Lajas Municipio, Puerto Rico",22835,7432,14397
"Lares Municipio, Puerto Rico",25696,9091,14219
"Las Marías Municipio, Puerto Rico",8370,7585,4196
"Las Piedras Municipio, Puerto Rico",37499,11475,15679
"Loíza Municipio, Puerto Rico",25778,9335,12415
"Luquillo Municipio, Puerto Rico",18224,11123,7682
"Manatí Municipio, Puerto Rico",38836,11084,18162
"Maricao Municipio, Puerto Rico",6075,6118,3918
"Maunabo Municipio, Puerto Rico",10776,9319,4885
"Mayagüez Municipio, Puerto Rico",75232,10994,39987
"Moca Municipio, Puerto Rico",36161,10342,19506
"Morovis Municipio, Puerto Rico",30962,9728,13879
"Naguabo Municipio, Puerto Rico",26075,9283,12304
"Naranjito Municipio, Puerto Rico",28112,9120,13029
"Orocovis Municipio, Puerto Rico",20982,8299,11727
"Patillas Municipio, Puerto Rico",16929,9636,9141
"Peñuelas Municipio, Puerto Rico",20383,9480,11667
"Ponce Municipio, Puerto Rico",139671,11393,70263
"Quebradillas Municipio, Puerto Rico",23629,10451,11637
"Rincón Municipio, Puerto Rico",14056,12507,5851
"Río Grande Municipio, Puerto Rico",49613,11341,19352
"Sabana Grande Municipio, Puerto Rico",22560,9810,10428
"Salinas Municipio, Puerto Rico",28109,9557,13986
"San Germán Municipio, Puerto Rico",31442,10535,15572
"San Juan Municipio, Puerto Rico",335468,19361,135569
"San Lorenzo Municipio, Puerto Rico",37209,11307,16295
"San Sebastián Municipio, Puerto Rico",37120,9498,19774
"Santa Isabel Municipio, Puerto Rico",21757,11596,9867
"Toa Alta Municipio, Puerto Rico",72864,14661,21374
"Toa Baja Municipio, Puerto Rico",77810,13106,28326
"Trujillo Alto Municipio, Puerto Rico",66338,16482,19455
"Utuado Municipio, Puerto Rico",28676,8683,15055
"Vega Alta Municipio, Puerto Rico",37106,11735,16755
"Vega Baja Municipio, Puerto Rico",52192,11116,23486
"Vieques Municipio, Puerto Rico",8642,10426,3947
"Villalba Municipio, Puerto Rico",22403,10894,10641
"Yabucoa Municipio, Puerto Rico",33499,9929,17766
"Yauco Municipio, Puerto Rico",35428,8404,17273
